p,Points_0,Points_1,Points_2,U_0,U_1,U_2
6.215396e-04,5.000000e-01,2.430000e-01,5.000000e-02,-1.072624e-01,4.269877e-03,0.000000e+00
5.924496e-04,5.000000e-01,2.440000e-01,5.000000e-02,-1.076269e-01,4.325516e-03,0.000000e+00
5.633595e-04,5.000000e-01,2.450000e-01,5.000000e-02,-1.079914e-01,4.381154e-03,0.000000e+00
5.342695e-04,5.000000e-01,2.460000e-01,5.000000e-02,-1.083560e-01,4.436793e-03,0.000000e+00
5.051799e-04,5.000000e-01,2.470000e-01,5.000000e-02,-1.087205e-01,4.492431e-03,0.000000e+00
4.760898e-04,5.000000e-01,2.480000e-01,5.000000e-02,-1.090850e-01,4.548070e-03,0.000000e+00
4.469998e-04,5.000000e-01,2.490000e-01,5.000000e-02,-1.094495e-01,4.603709e-03,0.000000e+00
4.179098e-04,5.000000e-01,2.500000e-01,5.000000e-02,-1.098140e-01,4.659347e-03,0.000000e+00
3.863975e-04,5.000000e-01,2.510000e-01,5.000000e-02,-1.101757e-01,4.720050e-03,0.000000e+00
3.548844e-04,5.000000e-01,2.520000e-01,5.000000e-02,-1.105375e-01,4.780754e-03,0.000000e+00
3.233722e-04,5.000000e-01,2.530000e-01,5.000000e-02,-1.108992e-01,4.841457e-03,0.000000e+00
2.918590e-04,5.000000e-01,2.540000e-01,5.000000e-02,-1.112609e-01,4.902161e-03,0.000000e+00
2.603468e-04,5.000000e-01,2.550000e-01,5.000000e-02,-1.116226e-01,4.962864e-03,0.000000e+00
2.288336e-04,5.000000e-01,2.560000e-01,5.000000e-02,-1.119844e-01,5.023568e-03,0.000000e+00
1.973214e-04,5.000000e-01,2.570000e-01,5.000000e-02,-1.123461e-01,5.084271e-03,0.000000e+00
1.653304e-04,5.000000e-01,2.580000e-01,5.000000e-02,-1.127073e-01,5.145984e-03,0.000000e+00
1.312638e-04,5.000000e-01,2.590000e-01,5.000000e-02,-1.130660e-01,5.212079e-03,0.000000e+00
9.719815e-05,5.000000e-01,2.600000e-01,5.000000e-02,-1.134247e-01,5.278172e-03,0.000000e+00
6.313149e-05,5.000000e-01,2.610000e-01,5.000000e-02,-1.137834e-01,5.344267e-03,0.000000e+00
2.906585e-05,5.000000e-01,2.620000e-01,5.000000e-02,-1.141421e-01,5.410360e-03,0.000000e+00
-5.000803e-06,5.000000e-01,2.630000e-01,5.000000e-02,-1.145009e-01,5.476455e-03,0.000000e+00
-3.906644e-05,5.000000e-01,2.640000e-01,5.000000e-02,-1.148596e-01,5.542547e-03,0.000000e+00
-7.313208e-05,5.000000e-01,2.650000e-01,5.000000e-02,-1.152183e-01,5.608640e-03,0.000000e+00
-1.082064e-04,5.000000e-01,2.660000e-01,5.000000e-02,-1.155757e-01,5.676879e-03,0.000000e+00
-1.449592e-04,5.000000e-01,2.670000e-01,5.000000e-02,-1.159311e-01,5.748688e-03,0.000000e+00
-1.817130e-04,5.000000e-01,2.680000e-01,5.000000e-02,-1.162864e-01,5.820499e-03,0.000000e+00
-2.184658e-04,5.000000e-01,2.690000e-01,5.000000e-02,-1.166417e-01,5.892308e-03,0.000000e+00
-2.552197e-04,5.000000e-01,2.700000e-01,5.000000e-02,-1.169971e-01,5.964119e-03,0.000000e+00
-2.919724e-04,5.000000e-01,2.710000e-01,5.000000e-02,-1.173524e-01,6.035928e-03,0.000000e+00
-3.287263e-04,5.000000e-01,2.720000e-01,5.000000e-02,-1.177077e-01,6.107739e-03,0.000000e+00
-3.654790e-04,5.000000e-01,2.730000e-01,5.000000e-02,-1.180630e-01,6.179548e-03,0.000000e+00
-4.038199e-04,5.000000e-01,2.740000e-01,5.000000e-02,-1.184162e-01,6.254757e-03,0.000000e+00
-4.433972e-04,5.000000e-01,2.750000e-01,5.000000e-02,-1.187678e-01,6.332612e-03,0.000000e+00
-4.829733e-04,5.000000e-01,2.760000e-01,5.000000e-02,-1.191193e-01,6.410464e-03,0.000000e+00
-5.225505e-04,5.000000e-01,2.770000e-01,5.000000e-02,-1.194709e-01,6.488319e-03,0.000000e+00
-5.621266e-04,5.000000e-01,2.780000e-01,5.000000e-02,-1.198225e-01,6.566171e-03,0.000000e+00
-6.017039e-04,5.000000e-01,2.790000e-01,5.000000e-02,-1.201740e-01,6.644026e-03,0.000000e+00
-6.412800e-04,5.000000e-01,2.800000e-01,5.000000e-02,-1.205256e-01,6.721878e-03,0.000000e+00
-6.808561e-04,5.000000e-01,2.810000e-01,5.000000e-02,-1.208771e-01,6.799731e-03,0.000000e+00
-7.226548e-04,5.000000e-01,2.820000e-01,5.000000e-02,-1.212255e-01,6.882363e-03,0.000000e+00
-7.651928e-04,5.000000e-01,2.830000e-01,5.000000e-02,-1.215728e-01,6.966585e-03,0.000000e+00
-8.077320e-04,5.000000e-01,2.840000e-01,5.000000e-02,-1.219202e-01,7.050809e-03,0.000000e+00
-8.502699e-04,5.000000e-01,2.850000e-01,5.000000e-02,-1.222675e-01,7.135031e-03,0.000000e+00
-8.928092e-04,5.000000e-01,2.860000e-01,5.000000e-02,-1.226148e-01,7.219255e-03,0.000000e+00
-9.353471e-04,5.000000e-01,2.870000e-01,5.000000e-02,-1.229621e-01,7.303478e-03,0.000000e+00
-9.778851e-04,5.000000e-01,2.880000e-01,5.000000e-02,-1.233095e-01,7.387700e-03,0.000000e+00
-1.020424e-03,5.000000e-01,2.890000e-01,5.000000e-02,-1.236568e-01,7.471924e-03,0.000000e+00
-1.065870e-03,5.000000e-01,2.900000e-01,5.000000e-02,-1.239997e-01,7.562419e-03,0.000000e+00
-1.111511e-03,5.000000e-01,2.910000e-01,5.000000e-02,-1.243423e-01,7.653336e-03,0.000000e+00
-1.157150e-03,5.000000e-01,2.920000e-01,5.000000e-02,-1.246849e-01,7.744249e-03,0.000000e+00
-1.202791e-03,5.000000e-01,2.930000e-01,5.000000e-02,-1.250275e-01,7.835165e-03,0.000000e+00
-1.248430e-03,5.000000e-01,2.940000e-01,5.000000e-02,-1.253700e-01,7.926079e-03,0.000000e+00
-1.294069e-03,5.000000e-01,2.950000e-01,5.000000e-02,-1.257126e-01,8.016991e-03,0.000000e+00
-1.339710e-03,5.000000e-01,2.960000e-01,5.000000e-02,-1.260552e-01,8.107908e-03,0.000000e+00
-1.385755e-03,5.000000e-01,2.970000e-01,5.000000e-02,-1.263971e-01,8.199697e-03,0.000000e+00
-1.434638e-03,5.000000e-01,2.980000e-01,5.000000e-02,-1.267344e-01,8.297620e-03,0.000000e+00
-1.483520e-03,5.000000e-01,2.990000e-01,5.000000e-02,-1.270717e-01,8.395541e-03,0.000000e+00
-1.532404e-03,5.000000e-01,3.000000e-01,5.000000e-02,-1.274090e-01,8.493464e-03,0.000000e+00
-1.581285e-03,5.000000e-01,3.010000e-01,5.000000e-02,-1.277463e-01,8.591386e-03,0.000000e+00
-1.630167e-03,5.000000e-01,3.020000e-01,5.000000e-02,-1.280835e-01,8.689306e-03,0.000000e+00
-1.679051e-03,5.000000e-01,3.030000e-01,5.000000e-02,-1.284208e-01,8.787230e-03,0.000000e+00
-1.727933e-03,5.000000e-01,3.040000e-01,5.000000e-02,-1.287581e-01,8.885150e-03,0.000000e+00
-1.777874e-03,5.000000e-01,3.050000e-01,5.000000e-02,-1.290935e-01,8.985360e-03,0.000000e+00
-1.830140e-03,5.000000e-01,3.060000e-01,5.000000e-02,-1.294249e-01,9.090599e-03,0.000000e+00
-1.882409e-03,5.000000e-01,3.070000e-01,5.000000e-02,-1.297562e-01,9.195841e-03,0.000000e+00
-1.934675e-03,5.000000e-01,3.080000e-01,5.000000e-02,-1.300875e-01,9.301079e-03,0.000000e+00
-1.986942e-03,5.000000e-01,3.090000e-01,5.000000e-02,-1.304189e-01,9.406317e-03,0.000000e+00
-2.039210e-03,5.000000e-01,3.100000e-01,5.000000e-02,-1.307502e-01,9.511558e-03,0.000000e+00
-2.091476e-03,5.000000e-01,3.110000e-01,5.000000e-02,-1.310815e-01,9.616797e-03,0.000000e+00
-2.143744e-03,5.000000e-01,3.120000e-01,5.000000e-02,-1.314128e-01,9.722039e-03,0.000000e+00
-2.197773e-03,5.000000e-01,3.130000e-01,5.000000e-02,-1.317408e-01,9.831089e-03,0.000000e+00
-2.253567e-03,5.000000e-01,3.140000e-01,5.000000e-02,-1.320655e-01,9.943953e-03,0.000000e+00
-2.309358e-03,5.000000e-01,3.150000e-01,5.000000e-02,-1.323902e-01,1.005681e-02,0.000000e+00
-2.365151e-03,5.000000e-01,3.160000e-01,5.000000e-02,-1.327149e-01,1.016968e-02,0.000000e+00
-2.420943e-03,5.000000e-01,3.170000e-01,5.000000e-02,-1.330395e-01,1.028254e-02,0.000000e+00
-2.476735e-03,5.000000e-01,3.180000e-01,5.000000e-02,-1.333642e-01,1.039540e-02,0.000000e+00
-2.532528e-03,5.000000e-01,3.190000e-01,5.000000e-02,-1.336889e-01,1.050826e-02,0.000000e+00
-2.588319e-03,5.000000e-01,3.200000e-01,5.000000e-02,-1.340135e-01,1.062112e-02,0.000000e+00
-2.646632e-03,5.000000e-01,3.210000e-01,5.000000e-02,-1.343331e-01,1.073943e-02,0.000000e+00
-2.706089e-03,5.000000e-01,3.220000e-01,5.000000e-02,-1.346504e-01,1.086020e-02,0.000000e+00
-2.765548e-03,5.000000e-01,3.230000e-01,5.000000e-02,-1.349677e-01,1.098097e-02,0.000000e+00
-2.825005e-03,5.000000e-01,3.240000e-01,5.000000e-02,-1.352850e-01,1.110174e-02,0.000000e+00
-2.884462e-03,5.000000e-01,3.250000e-01,5.000000e-02,-1.356022e-01,1.122251e-02,0.000000e+00
-2.943920e-03,5.000000e-01,3.260000e-01,5.000000e-02,-1.359195e-01,1.134328e-02,0.000000e+00
-3.003377e-03,5.000000e-01,3.270000e-01,5.000000e-02,-1.362368e-01,1.146405e-02,0.000000e+00
-3.062836e-03,5.000000e-01,3.280000e-01,5.000000e-02,-1.365541e-01,1.158483e-02,0.000000e+00
-3.125621e-03,5.000000e-01,3.290000e-01,5.000000e-02,-1.368642e-01,1.171276e-02,0.000000e+00
-3.188883e-03,5.000000e-01,3.300000e-01,5.000000e-02,-1.371734e-01,1.184171e-02,0.000000e+00
-3.252144e-03,5.000000e-01,3.310000e-01,5.000000e-02,-1.374825e-01,1.197067e-02,0.000000e+00
-3.315405e-03,5.000000e-01,3.320000e-01,5.000000e-02,-1.377916e-01,1.209962e-02,0.000000e+00
-3.378667e-03,5.000000e-01,3.330000e-01,5.000000e-02,-1.381007e-01,1.222857e-02,0.000000e+00
-3.441928e-03,5.000000e-01,3.340000e-01,5.000000e-02,-1.384098e-01,1.235753e-02,0.000000e+00
-3.505190e-03,5.000000e-01,3.350000e-01,5.000000e-02,-1.387189e-01,1.248648e-02,0.000000e+00
-3.568697e-03,5.000000e-01,3.360000e-01,5.000000e-02,-1.390275e-01,1.261596e-02,0.000000e+00
-3.635898e-03,5.000000e-01,3.370000e-01,5.000000e-02,-1.393276e-01,1.275336e-02,0.000000e+00
-3.703097e-03,5.000000e-01,3.380000e-01,5.000000e-02,-1.396276e-01,1.289076e-02,0.000000e+00
-3.770296e-03,5.000000e-01,3.390000e-01,5.000000e-02,-1.399277e-01,1.302816e-02,0.000000e+00
-3.837498e-03,5.000000e-01,3.400000e-01,5.000000e-02,-1.402277e-01,1.316556e-02,0.000000e+00
-3.904697e-03,5.000000e-01,3.410000e-01,5.000000e-02,-1.405278e-01,1.330295e-02,0.000000e+00
-3.971898e-03,5.000000e-01,3.420000e-01,5.000000e-02,-1.408279e-01,1.344035e-02,0.000000e+00
-4.039097e-03,5.000000e-01,3.430000e-01,5.000000e-02,-1.411279e-01,1.357775e-02,0.000000e+00
-4.107316e-03,5.000000e-01,3.440000e-01,5.000000e-02,-1.414255e-01,1.371732e-02,0.000000e+00
-4.178585e-03,5.000000e-01,3.450000e-01,5.000000e-02,-1.417157e-01,1.386340e-02,0.000000e+00
-4.249854e-03,5.000000e-01,3.460000e-01,5.000000e-02,-1.420058e-01,1.400949e-02,0.000000e+00
-4.321125e-03,5.000000e-01,3.470000e-01,5.000000e-02,-1.422960e-01,1.415557e-02,0.000000e+00
-4.392394e-03,5.000000e-01,3.480000e-01,5.000000e-02,-1.425861e-01,1.430165e-02,0.000000e+00
-4.463666e-03,5.000000e-01,3.490000e-01,5.000000e-02,-1.428763e-01,1.444774e-02,0.000000e+00
-4.534935e-03,5.000000e-01,3.500000e-01,5.000000e-02,-1.431664e-01,1.459382e-02,0.000000e+00
-4.606206e-03,5.000000e-01,3.510000e-01,5.000000e-02,-1.434565e-01,1.473990e-02,0.000000e+00
-4.679312e-03,5.000000e-01,3.520000e-01,5.000000e-02,-1.437419e-01,1.488988e-02,0.000000e+00
-4.754777e-03,5.000000e-01,3.530000e-01,5.000000e-02,-1.440212e-01,1.504487e-02,0.000000e+00
-4.830245e-03,5.000000e-01,3.540000e-01,5.000000e-02,-1.443005e-01,1.519986e-02,0.000000e+00
-4.905711e-03,5.000000e-01,3.550000e-01,5.000000e-02,-1.445798e-01,1.535485e-02,0.000000e+00
-4.981179e-03,5.000000e-01,3.560000e-01,5.000000e-02,-1.448591e-01,1.550984e-02,0.000000e+00
-5.056645e-03,5.000000e-01,3.570000e-01,5.000000e-02,-1.451384e-01,1.566483e-02,0.000000e+00
-5.132114e-03,5.000000e-01,3.580000e-01,5.000000e-02,-1.454177e-01,1.581982e-02,0.000000e+00
-5.207580e-03,5.000000e-01,3.590000e-01,5.000000e-02,-1.456970e-01,1.597480e-02,0.000000e+00
-5.285745e-03,5.000000e-01,3.600000e-01,5.000000e-02,-1.459689e-01,1.613548e-02,0.000000e+00
-5.365528e-03,5.000000e-01,3.610000e-01,5.000000e-02,-1.462363e-01,1.629957e-02,0.000000e+00
-5.445311e-03,5.000000e-01,3.620000e-01,5.000000e-02,-1.465037e-01,1.646366e-02,0.000000e+00
-5.525096e-03,5.000000e-01,3.630000e-01,5.000000e-02,-1.467712e-01,1.662775e-02,0.000000e+00
-5.604879e-03,5.000000e-01,3.640000e-01,5.000000e-02,-1.470386e-01,1.679184e-02,0.000000e+00
-5.684664e-03,5.000000e-01,3.650000e-01,5.000000e-02,-1.473060e-01,1.695593e-02,0.000000e+00
-5.764446e-03,5.000000e-01,3.660000e-01,5.000000e-02,-1.475734e-01,1.712002e-02,0.000000e+00
-5.844231e-03,5.000000e-01,3.670000e-01,5.000000e-02,-1.478409e-01,1.728411e-02,0.000000e+00
-5.927613e-03,5.000000e-01,3.680000e-01,5.000000e-02,-1.480978e-01,1.745573e-02,0.000000e+00
-6.011826e-03,5.000000e-01,3.690000e-01,5.000000e-02,-1.483523e-01,1.762909e-02,0.000000e+00
-6.096041e-03,5.000000e-01,3.700000e-01,5.000000e-02,-1.486069e-01,1.780245e-02,0.000000e+00
-6.180254e-03,5.000000e-01,3.710000e-01,5.000000e-02,-1.488614e-01,1.797581e-02,0.000000e+00
-6.264469e-03,5.000000e-01,3.720000e-01,5.000000e-02,-1.491159e-01,1.814917e-02,0.000000e+00
-6.348682e-03,5.000000e-01,3.730000e-01,5.000000e-02,-1.493704e-01,1.832253e-02,0.000000e+00
-6.432897e-03,5.000000e-01,3.740000e-01,5.000000e-02,-1.496250e-01,1.849589e-02,0.000000e+00
-6.517110e-03,5.000000e-01,3.750000e-01,5.000000e-02,-1.498795e-01,1.866925e-02,0.000000e+00
-6.605857e-03,5.000000e-01,3.760000e-01,5.000000e-02,-1.501201e-01,1.885203e-02,0.000000e+00
-6.694606e-03,5.000000e-01,3.770000e-01,5.000000e-02,-1.503607e-01,1.903480e-02,0.000000e+00
-6.783353e-03,5.000000e-01,3.780000e-01,5.000000e-02,-1.506013e-01,1.921758e-02,0.000000e+00
-6.872102e-03,5.000000e-01,3.790000e-01,5.000000e-02,-1.508419e-01,1.940036e-02,0.000000e+00
-6.960849e-03,5.000000e-01,3.800000e-01,5.000000e-02,-1.510825e-01,1.958314e-02,0.000000e+00
-7.049598e-03,5.000000e-01,3.810000e-01,5.000000e-02,-1.513232e-01,1.976592e-02,0.000000e+00
-7.138345e-03,5.000000e-01,3.820000e-01,5.000000e-02,-1.515638e-01,1.994869e-02,0.000000e+00
-7.227960e-03,5.000000e-01,3.830000e-01,5.000000e-02,-1.518015e-01,2.013326e-02,0.000000e+00
-7.321337e-03,5.000000e-01,3.840000e-01,5.000000e-02,-1.520271e-01,2.032557e-02,0.000000e+00
-7.414713e-03,5.000000e-01,3.850000e-01,5.000000e-02,-1.522526e-01,2.051788e-02,0.000000e+00
-7.508090e-03,5.000000e-01,3.860000e-01,5.000000e-02,-1.524781e-01,2.071019e-02,0.000000e+00
-7.601466e-03,5.000000e-01,3.870000e-01,5.000000e-02,-1.527037e-01,2.090250e-02,0.000000e+00
-7.694843e-03,5.000000e-01,3.880000e-01,5.000000e-02,-1.529292e-01,2.109481e-02,0.000000e+00
-7.788219e-03,5.000000e-01,3.890000e-01,5.000000e-02,-1.531548e-01,2.128712e-02,0.000000e+00
-7.881594e-03,5.000000e-01,3.900000e-01,5.000000e-02,-1.533803e-01,2.147943e-02,0.000000e+00
-7.976739e-03,5.000000e-01,3.910000e-01,5.000000e-02,-1.535998e-01,2.167534e-02,0.000000e+00
-8.074826e-03,5.000000e-01,3.920000e-01,5.000000e-02,-1.538091e-01,2.187725e-02,0.000000e+00
-8.172915e-03,5.000000e-01,3.930000e-01,5.000000e-02,-1.540184e-01,2.207917e-02,0.000000e+00
-8.271001e-03,5.000000e-01,3.940000e-01,5.000000e-02,-1.542278e-01,2.228108e-02,0.000000e+00
-8.369091e-03,5.000000e-01,3.950000e-01,5.000000e-02,-1.544371e-01,2.248300e-02,0.000000e+00
-8.467178e-03,5.000000e-01,3.960000e-01,5.000000e-02,-1.546465e-01,2.268491e-02,0.000000e+00
-8.565268e-03,5.000000e-01,3.970000e-01,5.000000e-02,-1.548558e-01,2.288683e-02,0.000000e+00
-8.663354e-03,5.000000e-01,3.980000e-01,5.000000e-02,-1.550652e-01,2.308874e-02,0.000000e+00
-8.764131e-03,5.000000e-01,3.990000e-01,5.000000e-02,-1.552648e-01,2.329608e-02,0.000000e+00
-8.867003e-03,5.000000e-01,4.000000e-01,5.000000e-02,-1.554569e-01,2.350764e-02,0.000000e+00
-8.969872e-03,5.000000e-01,4.010000e-01,5.000000e-02,-1.556490e-01,2.371920e-02,0.000000e+00
-9.072744e-03,5.000000e-01,4.020000e-01,5.000000e-02,-1.558411e-01,2.393077e-02,0.000000e+00
-9.175614e-03,5.000000e-01,4.030000e-01,5.000000e-02,-1.560332e-01,2.414232e-02,0.000000e+00
-9.278486e-03,5.000000e-01,4.040000e-01,5.000000e-02,-1.562253e-01,2.435389e-02,0.000000e+00
-9.381355e-03,5.000000e-01,4.050000e-01,5.000000e-02,-1.564174e-01,2.456545e-02,0.000000e+00
-9.484224e-03,5.000000e-01,4.060000e-01,5.000000e-02,-1.566095e-01,2.477701e-02,0.000000e+00
-9.590727e-03,5.000000e-01,4.070000e-01,5.000000e-02,-1.567877e-01,2.499582e-02,0.000000e+00
-9.698438e-03,5.000000e-01,4.080000e-01,5.000000e-02,-1.569614e-01,2.521704e-02,0.000000e+00
-9.806152e-03,5.000000e-01,4.090000e-01,5.000000e-02,-1.571350e-01,2.543827e-02,0.000000e+00
-9.913863e-03,5.000000e-01,4.100000e-01,5.000000e-02,-1.573086e-01,2.565949e-02,0.000000e+00
-1.002158e-02,5.000000e-01,4.110000e-01,5.000000e-02,-1.574823e-01,2.588072e-02,0.000000e+00
-1.012929e-02,5.000000e-01,4.120000e-01,5.000000e-02,-1.576559e-01,2.610195e-02,0.000000e+00
-1.023700e-02,5.000000e-01,4.130000e-01,5.000000e-02,-1.578295e-01,2.632317e-02,0.000000e+00
-1.034471e-02,5.000000e-01,4.140000e-01,5.000000e-02,-1.580032e-01,2.654440e-02,0.000000e+00
-1.045700e-02,5.000000e-01,4.150000e-01,5.000000e-02,-1.581584e-01,2.677464e-02,0.000000e+00
-1.056959e-02,5.000000e-01,4.160000e-01,5.000000e-02,-1.583124e-01,2.700549e-02,0.000000e+00
-1.068217e-02,5.000000e-01,4.170000e-01,5.000000e-02,-1.584663e-01,2.723634e-02,0.000000e+00
-1.079477e-02,5.000000e-01,4.180000e-01,5.000000e-02,-1.586203e-01,2.746719e-02,0.000000e+00
-1.090735e-02,5.000000e-01,4.190000e-01,5.000000e-02,-1.587743e-01,2.769804e-02,0.000000e+00
-1.101994e-02,5.000000e-01,4.200000e-01,5.000000e-02,-1.589283e-01,2.792888e-02,0.000000e+00
-1.113253e-02,5.000000e-01,4.210000e-01,5.000000e-02,-1.590823e-01,2.815973e-02,0.000000e+00
-1.124573e-02,5.000000e-01,4.220000e-01,5.000000e-02,-1.592336e-01,2.839177e-02,0.000000e+00
-1.136323e-02,5.000000e-01,4.230000e-01,5.000000e-02,-1.593668e-01,2.863217e-02,0.000000e+00
-1.148072e-02,5.000000e-01,4.240000e-01,5.000000e-02,-1.595000e-01,2.887257e-02,0.000000e+00
-1.159821e-02,5.000000e-01,4.250000e-01,5.000000e-02,-1.596332e-01,2.911297e-02,0.000000e+00
-1.171570e-02,5.000000e-01,4.260000e-01,5.000000e-02,-1.597664e-01,2.935336e-02,0.000000e+00
-1.183319e-02,5.000000e-01,4.270000e-01,5.000000e-02,-1.598996e-01,2.959375e-02,0.000000e+00
-1.195068e-02,5.000000e-01,4.280000e-01,5.000000e-02,-1.600327e-01,2.983415e-02,0.000000e+00
-1.206817e-02,5.000000e-01,4.290000e-01,5.000000e-02,-1.601659e-01,3.007455e-02,0.000000e+00
-1.218720e-02,5.000000e-01,4.300000e-01,5.000000e-02,-1.602923e-01,3.031790e-02,0.000000e+00
-1.230960e-02,5.000000e-01,4.310000e-01,5.000000e-02,-1.604035e-01,3.056773e-02,0.000000e+00
-1.243201e-02,5.000000e-01,4.320000e-01,5.000000e-02,-1.605147e-01,3.081757e-02,0.000000e+00
-1.255441e-02,5.000000e-01,4.330000e-01,5.000000e-02,-1.606259e-01,3.106740e-02,0.000000e+00
-1.267681e-02,5.000000e-01,4.340000e-01,5.000000e-02,-1.607371e-01,3.131723e-02,0.000000e+00
-1.279922e-02,5.000000e-01,4.350000e-01,5.000000e-02,-1.608483e-01,3.156707e-02,0.000000e+00
-1.292162e-02,5.000000e-01,4.360000e-01,5.000000e-02,-1.609595e-01,3.181690e-02,0.000000e+00
-1.304402e-02,5.000000e-01,4.370000e-01,5.000000e-02,-1.610707e-01,3.206673e-02,0.000000e+00
-1.316888e-02,5.000000e-01,4.380000e-01,5.000000e-02,-1.611703e-01,3.232120e-02,0.000000e+00
-1.329618e-02,5.000000e-01,4.390000e-01,5.000000e-02,-1.612584e-01,3.258030e-02,0.000000e+00
-1.342348e-02,5.000000e-01,4.400000e-01,5.000000e-02,-1.613464e-01,3.283940e-02,0.000000e+00
-1.355079e-02,5.000000e-01,4.410000e-01,5.000000e-02,-1.614345e-01,3.309851e-02,0.000000e+00
-1.367809e-02,5.000000e-01,4.420000e-01,5.000000e-02,-1.615225e-01,3.335761e-02,0.000000e+00
-1.380539e-02,5.000000e-01,4.430000e-01,5.000000e-02,-1.616106e-01,3.361670e-02,0.000000e+00
-1.393269e-02,5.000000e-01,4.440000e-01,5.000000e-02,-1.616987e-01,3.387581e-02,0.000000e+00
-1.405999e-02,5.000000e-01,4.450000e-01,5.000000e-02,-1.617867e-01,3.413491e-02,0.000000e+00
-1.419064e-02,5.000000e-01,4.460000e-01,5.000000e-02,-1.618581e-01,3.440024e-02,0.000000e+00
-1.432280e-02,5.000000e-01,4.470000e-01,5.000000e-02,-1.619219e-01,3.466839e-02,0.000000e+00
-1.445497e-02,5.000000e-01,4.480000e-01,5.000000e-02,-1.619857e-01,3.493656e-02,0.000000e+00
-1.458713e-02,5.000000e-01,4.490000e-01,5.000000e-02,-1.620494e-01,3.520472e-02,0.000000e+00
-1.471929e-02,5.000000e-01,4.500000e-01,5.000000e-02,-1.621132e-01,3.547287e-02,0.000000e+00
-1.485145e-02,5.000000e-01,4.510000e-01,5.000000e-02,-1.621770e-01,3.574103e-02,0.000000e+00
-1.498361e-02,5.000000e-01,4.520000e-01,5.000000e-02,-1.622408e-01,3.600919e-02,0.000000e+00
-1.511578e-02,5.000000e-01,4.530000e-01,5.000000e-02,-1.623045e-01,3.627736e-02,0.000000e+00
-1.525215e-02,5.000000e-01,4.540000e-01,5.000000e-02,-1.623461e-01,3.655322e-02,0.000000e+00
-1.538913e-02,5.000000e-01,4.550000e-01,5.000000e-02,-1.623845e-01,3.683019e-02,0.000000e+00
-1.552610e-02,5.000000e-01,4.560000e-01,5.000000e-02,-1.624229e-01,3.710715e-02,0.000000e+00
-1.566307e-02,5.000000e-01,4.570000e-01,5.000000e-02,-1.624613e-01,3.738412e-02,0.000000e+00
-1.580004e-02,5.000000e-01,4.580000e-01,5.000000e-02,-1.624997e-01,3.766109e-02,0.000000e+00
-1.593701e-02,5.000000e-01,4.590000e-01,5.000000e-02,-1.625381e-01,3.793805e-02,0.000000e+00
-1.607399e-02,5.000000e-01,4.600000e-01,5.000000e-02,-1.625765e-01,3.821502e-02,0.000000e+00
-1.621126e-02,5.000000e-01,4.610000e-01,5.000000e-02,-1.626132e-01,3.849252e-02,0.000000e+00
-1.635296e-02,5.000000e-01,4.620000e-01,5.000000e-02,-1.626251e-01,3.877798e-02,0.000000e+00
-1.649467e-02,5.000000e-01,4.630000e-01,5.000000e-02,-1.626371e-01,3.906345e-02,0.000000e+00
-1.663637e-02,5.000000e-01,4.640000e-01,5.000000e-02,-1.626489e-01,3.934891e-02,0.000000e+00
-1.677808e-02,5.000000e-01,4.650000e-01,5.000000e-02,-1.626609e-01,3.963438e-02,0.000000e+00
-1.691978e-02,5.000000e-01,4.660000e-01,5.000000e-02,-1.626728e-01,3.991984e-02,0.000000e+00
-1.706149e-02,5.000000e-01,4.670000e-01,5.000000e-02,-1.626847e-01,4.020531e-02,0.000000e+00
-1.720320e-02,5.000000e-01,4.680000e-01,5.000000e-02,-1.626966e-01,4.049078e-02,0.000000e+00
-1.734606e-02,5.000000e-01,4.690000e-01,5.000000e-02,-1.627016e-01,4.077828e-02,0.000000e+00
-1.749238e-02,5.000000e-01,4.700000e-01,5.000000e-02,-1.626859e-01,4.107190e-02,0.000000e+00
-1.763871e-02,5.000000e-01,4.710000e-01,5.000000e-02,-1.626702e-01,4.136551e-02,0.000000e+00
-1.778504e-02,5.000000e-01,4.720000e-01,5.000000e-02,-1.626545e-01,4.165913e-02,0.000000e+00
-1.793136e-02,5.000000e-01,4.730000e-01,5.000000e-02,-1.626389e-01,4.195274e-02,0.000000e+00
-1.807769e-02,5.000000e-01,4.740000e-01,5.000000e-02,-1.626232e-01,4.224636e-02,0.000000e+00
-1.822401e-02,5.000000e-01,4.750000e-01,5.000000e-02,-1.626075e-01,4.253997e-02,0.000000e+00
-1.837034e-02,5.000000e-01,4.760000e-01,5.000000e-02,-1.625918e-01,4.283359e-02,0.000000e+00
-1.851864e-02,5.000000e-01,4.770000e-01,5.000000e-02,-1.625637e-01,4.313060e-02,0.000000e+00
-1.866946e-02,5.000000e-01,4.780000e-01,5.000000e-02,-1.625195e-01,4.343196e-02,0.000000e+00
-1.882030e-02,5.000000e-01,4.790000e-01,5.000000e-02,-1.624753e-01,4.373333e-02,0.000000e+00
-1.897112e-02,5.000000e-01,4.800000e-01,5.000000e-02,-1.624311e-01,4.403469e-02,0.000000e+00
-1.912195e-02,5.000000e-01,4.810000e-01,5.000000e-02,-1.623869e-01,4.433607e-02,0.000000e+00
-1.927278e-02,5.000000e-01,4.820000e-01,5.000000e-02,-1.623427e-01,4.463743e-02,0.000000e+00
-1.942361e-02,5.000000e-01,4.830000e-01,5.000000e-02,-1.622985e-01,4.493880e-02,0.000000e+00
